aperture.dat
-7 0 0 2.208040078e-05
-8 0 0 2.220386502e-05
-9 0 0 2.167818247e-05
-10 0 0 2.158662541e-05
-11 0 0 2.160411225e-05
-12 0 0 2.14320384e-05
-13 0 0 2.093079142e-05
-14 0 0 2.023041607e-05
-15 0 0 2.016606685e-05
-16 0 0 1.952386828e-05
-17 0 0 2.127787117e-05
-18 0 0 1.951825811e-05
-19 0 0 1.951203878e-05
-20 0 0 1.905405393e-05
-21 0 0 2.08172956e-05
-22 0 0 2.052238004e-05
-23 0 0 2.016995626e-05
-24 0 0 2.033257463e-05
-25 0 0 2.02254636e-05
-26 0 0 1.986998229e-05
-27 0 0 2.015267552e-05
-28 0 0 1.91569663e-05
-29 0 0 1.894864103e-05
-30 0 0 1.874363863e-05
-31 0 0 1.871537273e-05
-32 0 0 1.993340606e-05
-33 0 0 1.892737142e-05
-34 0 0 1.940286382e-05
-35 0 0 1.867681315e-05
-36 0 0 1.860583292e-05
-37 0 0 1.85185417e-05
-38 0 0 1.847664299e-05
-39 0 0 1.839153664e-05
-40 0 0 1.892164813e-05
-41 0 0 1.858361237e-05
-42 0 0 1.836640627e-05
-43 0 0 1.836073932e-05
-44 0 0 1.892052269e-05
-45 0 0 1.82550535e-05
-46 0 0 1.837545278e-05
-47 0 0 1.882714311e-05
-48 0 0 1.845466196e-05
-49 0 0 1.834244731e-05
-50 0 0 1.810579001e-05
-51 0 0 1.78330769e-05
-52 0 0 1.83287687e-05
-53 0 0 1.814052491e-05
-54 0 0 1.765017629e-05
-55 0 0 1.826072244e-05
-56 0 0 1.824551721e-05
-57 0 0 1.819190964e-05
-58 0 0 1.726270803e-05
-59 0 0 1.703583719e-05
-60 0 0 1.70027082e-05
-61 0 0 1.806861147e-05
-62 0 0 1.805265672e-05
-63 0 0 1.774399991e-05
-64 0 0 1.694938895e-05
-65 0 0 1.795512202e-05
-66 0 0 1.770090827e-05
-67 0 0 1.789201697e-05
-68 0 0 1.755334139e-05
-69 0 0 1.745507044e-05
-70 0 0 1.682874016e-05
-71 0 0 1.754953005e-05
-72 0 0 1.750581405e-05
-73 0 0 1.745670779e-05
-74 0 0 1.677453499e-05
-75 0 0 1.737012114e-05
-76 0 0 1.726693116e-05
-77 0 0 1.662134371e-05
-78 0 0 1.679470963e-05
-79 0 0 1.677442181e-05
-80 0 0 1.675055305e-05
-81 0 0 1.664850705e-05
-82 0 0 1.661459541e-05
-83 0 0 1.651716231e-05
-84 0 0 1.648527835e-05
-85 0 0 1.645648394e-05
-86 0 0 1.658491314e-05
-87 0 0 1.65510753e-05
-88 0 0 1.664035579e-05
-89 0 0 1.624962692e-05
-90 0 0 1.652369008e-05
-91 0 0 1.603883302e-05
-92 0 0 1.635708763e-05
-93 0 0 1.59237032e-05
-94 0 0 1.588300404e-05
-95 0 0 1.595364797e-05
-96 0 0 1.582262398e-05
-97 0 0 1.65791382e-05
-98 0 0 1.592620168e-05
-99 0 0 1.590711539e-05
-100 0 0 1.583810086e-05
-101 0 0 1.641455811e-05
-102 0 0 1.570815712e-05
-103 0 0 1.556922922e-05
-104 0 0 1.553824384e-05
-105 0 0 1.570776768e-05
-106 0 0 1.568397926e-05
-107 0 0 1.638702996e-05
-108 0 0 1.55933703e-05
-109 0 0 1.553169859e-05
-110 0 0 1.538817033e-05
-111 0 0 1.550947739e-05
-112 0 0 1.596607453e-05
-113 0 0 1.532878175e-05
-114 0 0 1.535476334e-05
-115 0 0 1.534513868e-05
-116 0 0 1.589524846e-05
-117 0 0 1.527743699e-05
-118 0 0 1.523983304e-05
-119 0 0 1.589433008e-05
-120 0 0 1.532020146e-05
-121 0 0 1.522121461e-05
-122 0 0 1.521812628e-05
-123 0 0 1.515711105e-05
-124 0 0 1.514944468e-05
-125 0 0 1.513748315e-05
-126 0 0 1.58921657e-05
-127 0 0 1.518012776e-05
-128 0 0 1.511267509e-05
-129 0 0 1.508181933e-05
-130 0 0 1.506998783e-05
-131 0 0 1.504916558e-05
-132 0 0 1.512642711e-05
-133 0 0 1.582681027e-05
-134 0 0 1.499066757e-05
-135 0 0 1.582512038e-05
-136 0 0 1.496775396e-05
-137 0 0 1.49525516e-05
-138 0 0 1.574942698e-05
-139 0 0 1.573306106e-05
-140 0 0 1.5668125e-05
-141 0 0 1.487608729e-05
-142 0 0 1.493376706e-05
-143 0 0 1.552570656e-05
-144 0 0 1.544060623e-05
-145 0 0 1.483120644e-05
-146 0 0 1.540780489e-05
-147 0 0 1.482960239e-05
-148 0 0 1.527044819e-05
-149 0 0 1.525049197e-05
-150 0 0 1.48265682e-05
-151 0 0 1.524839588e-05
-152 0 0 1.521270216e-05
-153 0 0 1.466946664e-05
-154 0 0 1.517564455e-05
-155 0 0 1.458686525e-05
-156 0 0 1.509752343e-05
-157 0 0 1.453732354e-05
-158 0 0 1.451167671e-05
-159 0 0 1.479178335e-05
-160 0 0 1.503941341e-05
-161 0 0 1.446703515e-05
-162 0 0 1.464606659e-05
-163 0 0 1.454068741e-05
-164 0 0 1.452829006e-05
-165 0 0 1.437037842e-05
-166 0 0 1.492814126e-05
-167 0 0 1.437012876e-05
-168 0 0 1.490322129e-05
-169 0 0 1.43574134e-05
-170 0 0 1.450114063e-05
-171 0 0 1.448663056e-05
-172 0 0 1.448028989e-05
-173 0 0 1.486616185e-05
-174 0 0 1.435319238e-05
-175 0 0 1.433569753e-05
-176 0 0 1.443103248e-05
-177 0 0 1.439342112e-05
-178 0 0 1.480770182e-05
-179 0 0 1.477693658e-05
-180 0 0 1.428414198e-05
-181 0 0 1.424344457e-05
-182 0 0 1.476157663e-05
-183 0 0 1.430704626e-05
-184 0 0 1.430234751e-05
-185 0 0 1.429634463e-05
-186 0 0 1.428002822e-05
-187 0 0 1.420315414e-05
-188 0 0 1.462786064e-05
-189 0 0 1.420276581e-05
-190 0 0 1.461679087e-05
-191 0 0 1.416395014e-05
-192 0 0 1.412444544e-05
-193 0 0 1.408348631e-05
-194 0 0 1.447269841e-05
-195 0 0 1.419660162e-05
-196 0 0 1.418956228e-05
-197 0 0 1.398375685e-05
-198 0 0 1.415447438e-05
-199 0 0 1.445729367e-05
-200 0 0 1.412228673e-05
-201 0 0 1.44485876e-05
-202 0 0 1.44473892e-05
-203 0 0 1.411739809e-05
-204 0 0 1.397209201e-05
-205 0 0 1.443381821e-05
-206 0 0 1.406152625e-05
-207 0 0 1.403701586e-05
-208 0 0 1.437670212e-05
-209 0 0 1.430229363e-05
-210 0 0 1.401533616e-05
-211 0 0 1.39351967e-05
-212 0 0 1.400570819e-05
-213 0 0 1.399098546e-05
-214 0 0 1.392849432e-05
-215 0 0 1.427309863e-05
-216 0 0 1.387677996e-05
-217 0 0 1.394922076e-05
-218 0 0 1.393759036e-05
-219 0 0 1.420904742e-05
-220 0 0 1.416807697e-05
-221 0 0 1.415063933e-05
-222 0 0 1.382940455e-05
-223 0 0 1.412035406e-05
-224 0 0 1.387488756e-05
-225 0 0 1.380738706e-05
-226 0 0 1.38426629e-05
-227 0 0 1.409167957e-05
-228 0 0 1.408815739e-05
-229 0 0 1.377961699e-05
-230 0 0 1.37690576e-05
-231 0 0 1.380467905e-05
-232 0 0 1.407290078e-05
-233 0 0 1.378887821e-05
-234 0 0 1.374555975e-05
-235 0 0 1.373791648e-05
-236 0 0 1.378189219e-05
-237 0 0 1.405215253e-05
-238 0 0 1.403519258e-05
-239 0 0 1.368551861e-05
-240 0 0 1.368190086e-05
-241 0 0 1.376380968e-05
-242 0 0 1.400250021e-05
-243 0 0 1.364078313e-05
-244 0 0 1.363510385e-05
-245 0 0 1.390890758e-05
-246 0 0 1.369928416e-05
-247 0 0 1.369630294e-05
-248 0 0 1.361180905e-05
-249 0 0 1.356942649e-05
-250 0 0 1.368251944e-05
-251 0 0 1.385269716e-05
-252 0 0 1.385267712e-05
-253 0 0 1.354622261e-05
-254 0 0 1.367468254e-05
-255 0 0 1.354333697e-05
-256 0 0 1.353279785e-05
-257 0 0 1.365805267e-05
-258 0 0 1.362025192e-05
-259 0 0 1.379859859e-05
-260 0 0 1.378140064e-05
-261 0 0 1.377229247e-05
-262 0 0 1.355872801e-05
-263 0 0 1.346794233e-05
-264 0 0 1.345415878e-05
-265 0 0 1.355481526e-05
-266 0 0 1.338941487e-05
-267 0 0 1.364731514e-05
-268 0 0 1.363856241e-05
-269 0 0 1.335612899e-05
-270 0 0 1.361674481e-05
-271 0 0 1.334632692e-05
-272 0 0 1.332675873e-05
-273 0 0 1.346247552e-05
-274 0 0 1.345694312e-05
-275 0 0 1.344341541e-05
-276 0 0 1.359228155e-05
-277 0 0 1.329694925e-05
-278 0 0 1.340219615e-05
-279 0 0 1.3276798e-05
-280 0 0 1.356971879e-05
-281 0 0 1.337092908e-05
-282 0 0 1.325030514e-05
-283 0 0 1.350069008e-05
-284 0 0 1.33607012e-05
-285 0 0 1.321416681e-05
-286 0 0 1.3203778e-05
-287 0 0 1.345801273e-05
-288 0 0 1.344078851e-05
-289 0 0 1.330826859e-05
-290 0 0 1.317018642e-05
-291 0 0 1.316550982e-05
-292 0 0 1.329157432e-05
-293 0 0 1.337247805e-05
-294 0 0 1.334387129e-05
-295 0 0 1.334354355e-05
-296 0 0 1.333872237e-05
-297 0 0 1.322312305e-05
-298 0 0 1.310156143e-05
-299 0 0 1.310030212e-05
-300 0 0 1.308841061e-05
-301 0 0 1.321568299e-05
-302 0 0 1.321066386e-05
-303 0 0 1.307849981e-05
-304 0 0 1.307010788e-05
-305 0 0 1.306409036e-05
-306 0 0 1.315139881e-05
-307 0 0 1.314615346e-05
-308 0 0 1.314605878e-05
-309 0 0 1.322422566e-05
-310 0 0 1.313731529e-05
-311 0 0 1.30050933e-05
-312 0 0 1.30901962e-05
-313 0 0 1.308225629e-05
-314 0 0 1.304191078e-05
-315 0 0 1.303534638e-05
-316 0 0 1.303435129e-05
-317 0 0 1.312128755e-05
-318 0 0 1.30310442e-05
-319 0 0 1.302921682e-05
-320 0 0 1.296638102e-05
-321 0 0 1.296367609e-05
-322 0 0 1.302278873e-05
-323 0 0 1.308723151e-05
-324 0 0 1.299090678e-05
-325 0 0 1.305675941e-05
-326 0 0 1.305584907e-05
-327 0 0 1.304920363e-05
-328 0 0 1.303675896e-05
-329 0 0 1.293954199e-05
-330 0 0 1.296697476e-05
-331 0 0 1.294871603e-05
-332 0 0 1.294403118e-05
-333 0 0 1.302567955e-05
-334 0 0 1.291613202e-05
-335 0 0 1.302268693e-05
-336 0 0 1.286991432e-05
-337 0 0 1.301288972e-05
-338 0 0 1.30026106e-05
-339 0 0 1.284320531e-05
-340 0 0 1.283839936e-05
-341 0 0 1.299068006e-05
-342 0 0 1.298877332e-05
-343 0 0 1.286284997e-05
-344 0 0 1.283398377e-05
-345 0 0 1.282401609e-05
-346 0 0 1.281469265e-05
-347 0 0 1.297174974e-05
-348 0 0 1.27972006e-05
-349 0 0 1.293100936e-05
-350 0 0 1.292917932e-05
-351 0 0 1.290399974e-05
-352 0 0 1.28141122e-05
-353 0 0 1.280942594e-05
-354 0 0 1.287404301e-05
-355 0 0 1.277964159e-05
-356 0 0 1.28624456e-05
-357 0 0 1.277596951e-05
-358 0 0 1.285650619e-05
-359 0 0 1.284852464e-05
-360 0 0 1.279151192e-05
-361 0 0 1.274662958e-05
-362 0 0 1.278137553e-05
-363 0 0 1.272110173e-05
-364 0 0 1.26963916e-05
-365 0 0 1.2743836e-05
-366 0 0 1.267481118e-05
-367 0 0 1.265564385e-05
-368 0 0 1.274513268e-05
-369 0 0 1.2626234e-05
-370 0 0 1.262279919e-05
-371 0 0 1.261889357e-05
-372 0 0 1.261524655e-05
-373 0 0 1.272240052e-05
-374 0 0 1.259074079e-05
-375 0 0 1.259026927e-05
-376 0 0 1.272494243e-05
-377 0 0 1.269631453e-05
-378 0 0 1.25702441e-05
-379 0 0 1.256259229e-05
-380 0 0 1.268551289e-05
-381 0 0 1.265522001e-05
-382 0 0 1.26531012e-05
-383 0 0 1.264636207e-05
-384 0 0 1.253543253e-05
-385 0 0 1.267866598e-05
-386 0 0 1.266051793e-05
-387 0 0 1.250367551e-05
-388 0 0 1.264375908e-05
-389 0 0 1.246833318e-05
-390 0 0 1.246198793e-05
-391 0 0 1.257476105e-05
-392 0 0 1.261511895e-05
-393 0 0 1.245916473e-05
-394 0 0 1.255841168e-05
-395 0 0 1.255800534e-05
-396 0 0 1.255936739e-05
-397 0 0 1.242370502e-05
-398 0 0 1.242110658e-05
-399 0 0 1.241865393e-05
-400 0 0 1.240752915e-05
-401 0 0 1.250688213e-05
-402 0 0 1.253370449e-05
-403 0 0 1.239654219e-05
-404 0 0 1.253155167e-05
-405 0 0 1.23959077e-05
-406 0 0 1.250332015e-05
-407 0 0 1.251717575e-05
-408 0 0 1.237258196e-05
-409 0 0 1.235089538e-05
-410 0 0 1.2501447e-05
-411 0 0 1.249283428e-05
-412 0 0 1.247828772e-05
-413 0 0 1.232836589e-05
-414 0 0 1.24058465e-05
-415 0 0 1.24196019e-05
-416 0 0 1.230988302e-05
-417 0 0 1.230456101e-05
-418 0 0 1.235455417e-05
-419 0 0 1.234481114e-05
-420 0 0 1.233865065e-05
-421 0 0 1.233653608e-05
-422 0 0 1.232787702e-05
-423 0 0 1.227601289e-05
-424 0 0 1.232950805e-05
-425 0 0 1.232434861e-05
-426 0 0 1.225337895e-05
-427 0 0 1.232119355e-05
-428 0 0 1.232103333e-05
-429 0 0 1.23140223e-05
-430 0 0 1.230369485e-05
-431 0 0 1.224414157e-05
-432 0 0 1.224167427e-05
-433 0 0 1.223838668e-05
-434 0 0 1.230169252e-05
-435 0 0 1.230404898e-05
-436 0 0 1.230377599e-05
-437 0 0 1.2303182e-05
-438 0 0 1.229914711e-05
-439 0 0 1.229185834e-05
-440 0 0 1.222693782e-05
-441 0 0 1.228486696e-05
-442 0 0 1.224446135e-05
-443 0 0 1.223577778e-05
-444 0 0 1.222625388e-05
-445 0 0 1.221851145e-05
-446 0 0 1.221801371e-05
-447 0 0 1.219550919e-05
-448 0 0 1.224097284e-05
-449 0 0 1.2153179e-05
-450 0 0 1.223920012e-05
-451 0 0 1.216459525e-05
-452 0 0 1.214211728e-05
-453 0 0 1.22028923e-05
-454 0 0 1.2141318e-05
-455 0 0 1.216037004e-05
-456 0 0 1.217803734e-05
