1 2 102.384202023538 -1.84932325746166 -274.993781754223 0 1.84932325746166 274.993781754223 -0
2 1 9.09273021809543 -114.248812015626 -250.144376217052 0 114.248812015626 250.144376217052 -0
3 2 80.8853834776092 -34.0771749211141 -272.880461281851 0 34.0771749211141 272.880461281851 -0
4 2 91.9771972111701 -113.928740314782 -250.290315694169 0 113.928740314782 250.290315694169 -0
5 3 102.738797518324 268.564058025033 -59.1468235590628 -0 -268.564058025033 59.1468235590627 0
6 1 14.5179232363148 -242.392260267705 129.888383477172 -0 242.392260267705 -129.888383477172 0
7 3 91.4035534483402 274.777908901233 11.0499221656071 -0 -274.777908901233 -11.0499221656071 0
8 3 86.0957862413762 241.78441547312 131.01639757802 -0 -241.78441547312 -131.01639757802 0
9 3 82.3463514703172 246.798017065016 -121.308444771072 -0 -246.798017065016 121.308444771072 0
10 3 85.0954251512652 274.273088917217 19.981809122513 -0 -274.273088917217 -19.981809122513 0
11 1 28.3461765545716 47.5446499776479 -270.858830866751 -0 -47.5446499776479 270.858830866751 0
12 3 83.1185084192131 274.397520039507 -18.193432775815 -0 -274.397520039507 18.193432775815 0
13 3 80.1277814991063 198.961698970919 189.840044096617 -0 -198.961698970919 -189.840044096617 0
14 3 86.2578028928546 273.439677520077 29.2530811662016 -0 -273.439677520077 -29.2530811662016 0
15 1 17.9188661331637 -186.3162209045 -202.265335210622 0 186.3162209045 202.265335210622 -0
16 1 1.89770598620417 188.781048764314 199.966786310741 -0 -188.781048764314 -199.966786310741 0
17 2 120.487413515849 16.5060872039224 -274.504187737121 -0 -16.5060872039224 274.504187737121 0
18 1 7.761467081567 264.844876527208 74.0418218123226 -0 -264.844876527208 -74.0418218123226 0
19 1 10.7686766843512 129.483330472809 242.6088768567 -0 -129.483330472809 -242.6088768567 0
20 1 16.3360138453074 225.822794909907 -156.936500850115 -0 -225.822794909907 156.936500850115 0
21 2 80.6363827891521 -53.9499832015939 -269.656075979288 0 53.9499832015939 269.656075979288 -0
22 1 22.6370635510613 232.60089907626 146.703175660636 -0 -232.60089907626 -146.703175660636 0
23 1 25.558585337577 -105.205371197696 -254.080361049718 0 105.205371197696 254.080361049718 -0
24 3 89.0551248652274 259.38064905134 91.3601603419442 -0 -259.38064905134 -91.3601603419442 0
25 3 91.4433567657028 266.684063470267 67.1163936083161 -0 -266.684063470267 -67.1163936083161 0
26 2 76.670567597946 82.7572084698192 -262.252253462736 -0 -82.7572084698192 262.252253462736 0
27 1 18.3378849279791 -188.341862509422 -200.380495124855 0 188.341862509422 200.380495124855 -0
28 2 104.565884347434 42.3360147689992 -271.721662466354 -0 -42.3360147689992 271.721662466354 0
29 2 78.9708141322794 30.676258161448 -273.283675299518 -0 -30.676258161448 273.283675299518 0
30 3 98.6299513715251 274.210504312838 20.8230479156842 -0 -274.210504312838 -20.8230479156842 0
31 3 93.6997681212776 273.362439571414 29.9662582176239 -0 -273.362439571414 -29.9662582176239 0
32 3 84.6362251767078 271.584779788507 -43.2054092357468 -0 -271.584779788507 43.2054092357468 0
33 3 102.622592835686 274.029182697927 23.086945010249 -0 -274.029182697927 -23.086945010249 0
34 1 12.8976100007593 261.050586774771 -86.4730660064022 -0 -261.050586774771 86.4730660064022 0
35 2 112.265927497803 9.85351098116 -274.823412978851 -0 -9.85351098116 274.823412978851 0
36 3 100.065497987355 271.009652134175 46.6772798062755 -0 -271.009652134175 -46.6772798062755 0
37 3 95.2772536447409 274.092046727256 22.3282314763987 -0 -274.092046727256 -22.3282314763987 0
38 1 15.721818581108 -138.816036343686 237.392308329121 -0 138.816036343686 -237.392308329121 0
39 3 73.7688875564277 271.679461487239 -42.6059879125456 -0 -271.679461487239 42.6059879125456 0
40 2 100.562938112084 32.2215690247464 -273.105786261631 -0 -32.2215690247464 273.105786261631 0
41 1 21.5373903426683 248.073864012952 -118.677537864937 -0 -248.073864012952 118.677537864937 0
42 1 20.6705263642423 13.703337237427 274.658366973514 -0 -13.703337237427 -274.658366973514 0
